Name,Position Title,Agency Name,Agency Website,Nomination Date,Renomination,Confirmation Vote,Confirmed,Holdover
"Fishwick Jr., John  P.",United States Attorney for the Western District of Virginia,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),10-08-15,,12/15/2015,1,
"Connors, Clare E.",United States District Judge for the District of Hawaii,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09/28/2015,,,,
"Ebinger, Rebecca Goodgame",United States District Judge for the Southern District of Iowa,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09/15/2015,,,,
"Gilmore, Edward L.",United States Marshal for the Northern District of Illinois,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),09-08-15,,10/29/2015,,
"McElroy, Mary S.",United States District Judge for the District of Rhode Island,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09-08-15,,,,
"Gallagher, Stephanie A.",United States District Judge for the District of Maryland,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09-08-15,,,,
"Drake, Elizabeth ",Judge of the United States Court of International Trade,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Groves, Jennifer Choe",Judge of the United States Court of International Trade,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Katzmann, Gary Stephen",Judge of the United States Court of International Trade,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Brown, Gary Richard",United States District Judge for the Eastern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Horan, Marilyn Jean",United States District Judge for the Western District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Lopez, Dax Eric",United States District Judge for the Northern District of Georgia,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Colville, Robert John",United States District Judge for the Western District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Bernstein, Inga S.",United States District Judge for the District of Massachusetts,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Baxter, Susan Paradise",United States District Judge for the Western District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Younge, John Milton",United States District Judge for the Eastern District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/30/2015,,,,
"Strand, Leonard Terry",United States District Judge for the Northern District of Iowa,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/21/2015,,,,
"Young, Mark A.",United States District Judge for the Central District of California,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/16/2015,,,,
"Soltys, Darlene Michele",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),07-09-15,,12/17/2015,1,
"Martinotti, Brian R.",United States District Judge for the District of New Jersey,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-11-15,,,,
"Rossiter, Jr., Robert F.",United States District Judge for the District of Nebraska,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-11-15,,,,
"Miller, Eric Steven",United States Attorney for the District of Vermont,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),05/21/2015,,06-10-15,,
"McGowan, Michael C.",United States Marshal for the District of Delaware,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),05/21/2015,,09/17/2015,,
"Stanton, Edward L.",United States District Judge for the Western District of Tennessee,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05/21/2015,,,,
"Salerno, Robert A.",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),04/30/2015,1,12/17/2015,1,
"Nooter, William Ward",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),04/30/2015,,11/19/2015,,
"Becker, Julie Helene",Associate Judge of the Superior Court of the District of Columbia ,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),04/30/2015,,,,
"Wellner, Steven M.",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),04/30/2015,,11/19/2015,,
"Kim, Todd Sunhwae",Associate Judge of the District of Columbia Court of Appeals,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),04/30/2015,,,,
"Wright, Wilhelmina Marie",United States District Judge for the District of Minnesota,Federal Judiciary,Federal Judges (http://www.uscourts.gov),04/15/2015,,,,
"Hamilton, Joseph Bruce",Member,#N/A,,04/13/2015,,08-05-15,,
"Connery, Joyce ","Member, Defense Nuclear Facilities Safety Board",#N/A,,04/13/2015,,08-05-15,,
"Xinis, Paula ",United States District Judge for the District of Maryland,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03/26/2015,,,,
"Vazquez, John Michael",United States District Judge for the District of New Jersey,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03/26/2015,,,,
"Barzee Flores, Mary ",United States District Court for the Southern District of Florida,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02/26/2015,,,,
"Neals, Julien  Xavier",United States District Court for the District of New Jersey ,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02/26/2015,,,,
"Roberson, Jessie Mae",Member,#N/A,,02-05-15,,,,
"Decker, Eileen Maura",United States Attorney for the Central District of California,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),02-04-15,,06-10-15,,
"Huber, John W.",United States Attorney for the District of Utah ,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),02-04-15,,06-10-15,,
"Crenshaw Jr., Waverly D.",United States District Judge for the Middle District of Tennessee,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02-04-15,,,,
"Vilardo, Lawrence Joseph",United States District Judge for the Western District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02-04-15,,10/26/2015,,
"Davidson, Jeanne E.",Judge of the United States Court of International Trade,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Miller, Ronald Lee",United States Marshal for the District of Kansas,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),01-07-15,,03-12-15,,
"Greco, Michael ",United States Marshal for the Southern District of New York,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),01-07-15,,03-12-15,,
"Olvera, Jose Rolando",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,05/21/2015,,
"Ketchmark, Roseann A.",United States District Judge for the Western District of Missouri,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,09-08-15,,
"Hanks, George  C",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,04/20/2015,,
"Drozd, Dale A.",United States District Judge for the Eastern District of California,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,10-05-15,,
"McDonough, Travis Randall",United States District Judge for the Eastern District of Tennessee,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,1,12-07-15,1,
"Donnelly, Ann  ",United States District Judge for the Eastern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,10/20/2015,,
"Hall, LaShann Moutique DeArcy",United States District Judge for the Eastern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,11/16/2015,,
"Parrish, Jill N.",United States District Judge for the District of Utah,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,05/21/2015,,
"Bennett, Alfred H",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,04/13/2015,,
"McCarthy, Patricia  M.",Judge of the United States Court of Federal Claims,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Bonilla, Armando O.",Judge of the United States Court of Federal Claims,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Somers, Jeri Kaylene",Judge of the United States Court of Federal Claims,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Halkowski, Thomas L. ",Judge of the United States Court of Federal Claims,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Firestone, Nancy ",Judge of the United States Court of Federal Claims,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Stoll, Kara Farnandez",United States Circuit Judge for the Federal Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,07-07-15,,
"Restrepo, Luis Felipe",United States Circuit Judge for the Third Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-07-15,,,,
"Johanns, Mike","Member, Board of Directors",Millennium Challenge Corporation,MCC (http://www.mcc.gov),12/18/2015,,,FALSE,FALSE
"Halperin, Morton H.","Member, Board of Directors",Millennium Challenge Corporation,MCC (http://www.mcc.gov),12/18/2015,,,FALSE,FALSE
"Glymph, Thavolia","Member, National Council on the Humanities",National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),12/18/2015,,,FALSE,FALSE
"Borges, Dain","Member, National Council on the Humanities",National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),12/18/2015,,,FALSE,FALSE
"Wong, Deborah Anne","Member, National Council on the Humanities",National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),12/18/2015,,,FALSE,FALSE
"Mayock, Andrew",Deputy Director for Management,Office of Management and Budget,EOP-OMB (http://www.omb.gov),12/14/2015,,,FALSE,FALSE
"Ramirez, Edith","Commissioner, Federal Trade Commission",Federal Trade Commission,FTC (http://www.ftc.gov),12/14/2015,,,FALSE,FALSE
"White, James R.",Member,Internal Revenue Service Oversight Board,IRSOB (http://www.treasury.gov/irsob),12/14/2015,,,FALSE,FALSE
"Kreczko, Alan James",Member,Internal Revenue Service Oversight Board,IRSOB (http://www.treasury.gov/irsob),12/14/2015,,,FALSE,FALSE
"Kessler, Charlotte Power","Member, National Council on the Arts",National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),12-07-15,,,FALSE,FALSE
"Spalding, Esperanza Emily","Member, National Council on the Arts",National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),12-07-15,,,FALSE,FALSE
"Cullom, Philip Hart","Assistant Secretary of Defense for Energy, Installations and Environment ASD(EI&E)",Department of Defense,DOD (http://www.defense.gov),11/19/2015,,,FALSE,FALSE
"Dandekar, Swati Arvind",United States Director of the Asian Development Bank,Asian Development Bank,AsDB (http://www.adb.org),11/19/2015,,,FALSE,FALSE
"Pizzella, Patrick",Member,Federal Labor Relations Authority,FLRA (http://www.flra.gov),11/19/2015,,,FALSE,FALSE
"Maffei, Dan",Commissioner,Federal Maritime Commission,FMC (http://www.fmc.gov),11/19/2015,,,FALSE,FALSE
"Hoglander, Harry Ronald",Member,National Mediation Board,NMB (http://www.nmb.gov),11/19/2015,,,FALSE,FALSE
"Mosbacher, Georgette","Member, United States Advisory Commission on Public Diplomacy",United States Advisory Commission on Public Diplomacy,UACPD (http://www.state.gov/pdcommission/index.htm),11/19/2015,,,FALSE,FALSE
"Cobert, Beth",Director,Office of Personnel Management,OPM (http://www.opm.gov),11-10-15,,,FALSE,FALSE
"Stewart, Karen Brevard",Ambassador to the Republic of the Marshall Islands,Department of State,DOS (http://www.state.gov),11-09-15,,,FALSE,FALSE
"Stoll, Vik Edwin",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),11-09-15,,,FALSE,FALSE
"Marciel, Scot Alan",Ambassador to the Union of Burma,Department of State,DOS (http://www.state.gov),10/21/2015,,,FALSE,FALSE
"Manes, Jean Elizabeth",Ambassador to the Republic of El Salvador,Department of State,DOS (http://www.state.gov),10/21/2015,,12-09-15,1,FALSE
"Taglialatela, Linda Swartz","Ambassador to the Barbados, St. Kitts and Nevis, Saint Lucia, Antigua and Barbuda, the Commonwealth of Dominica, Grenada, and Saint Vincent and the Grenadines",Department of State,DOS (http://www.state.gov),10/21/2015,,12-09-15,1,FALSE
"Etim, Linda Iquo Bassey","Member, Board of Directors",African Development Foundation,ADVBD (http://www.adf.gov),10/21/2015,,,FALSE,FALSE
"Fairfax, Lisa","Commissioner, Securities and Exchange Commission",Securities and Exchange Commission,SEC (http://www.sec.gov),10/21/2015,,,FALSE,FALSE
"Peirce, Hester Maria","Commissioner, Securities and Exchange Commission",Securities and Exchange Commission,SEC (http://www.sec.gov),10/21/2015,,,FALSE,FALSE
"McKean, David",Ambassador to Luxembourg,Department of State,DOS (http://www.state.gov),10-08-15,,,FALSE,FALSE
"Hochstein, Amos J.",Assistant Secretary for Energy Resources,Department of State,DOS (http://www.state.gov),10-08-15,,,FALSE,FALSE
"Haro, Steven Michael",Assistant Secretary of Commerce (Legislative and Intergovernmental Affairs),Department of Commerce,DOC (http://www.commerce.gov),10-05-15,,12/17/2015,1,FALSE
"Missal, Michael",Inspector General,Department of Veterans Affairs,VA (http://www.va.gov),10-05-15,,,FALSE,FALSE
"Lerner, Carolyn Nancy",Special Counsel,Office of the Special Counsel,OSC (http://www.osc.gov),10-05-15,,,FALSE,FALSE
"Kotek, John Francis",Assistant Secretary of Energy (Nuclear Energy),Department of Energy,DOEn (http://www.energy.gov),10-05-15,,,FALSE,FALSE
"Matthews, Matthew John",Rank of Ambassador during tenure of service as United States Senior Official for the Asia-Pacific Economic Cooperation Forum,Department of State,DOS (http://www.state.gov),10-05-15,,,FALSE,FALSE
"Chapman, Todd Crawford",Ambassador to the Republic of Ecuador,Department of State,DOS (http://www.state.gov),10-05-15,,12-09-15,1,FALSE
"Aguilera, Ricardo A.",Assistant Secretary of the Air Force for Financial Management,Department of the Air Force,DOD-AF (http://www.af.mil),09/21/2015,,,FALSE,FALSE
